,smiles,Mutagenicity,group
2386,O=C(O)CCC(=O)Nc1ccc(Cl)c(Cl)c1,0,training
2387,C=C(C)C(=O)O,0,training
2388,CN(C)c1ccc(N=Nc2cccc3ccccc23)cc1,1,training
2389,Cc1cc(N(C)C)ccc1N=Nc1ccccc1,1,training
2390,Nc1c2ccccc2nc2ccc(Cl)cc12,1,training
2391,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,1,training
2392,CCC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,1,training
2393,O=P(OC[C@H](Br)CBr)(OC[C@H](Br)CBr)OC[C@H](Br)CBr,1,training
2394,OC1C=Cc2c(cc3c4c(c5ccccc5cc24)-c2ccccc2-3)C1O,1,training
2395,CC(=O)N(O)c1ccc(-c2ccccc2)cc1,1,training
2397,C[C@]1(c2ccc([N+](=O)[O-])cc2)CO1,1,training
2398,CN(CCC#N)c1ccc(N=Nc2ccccc2)cc1,1,training
2400,FC(F)=C(F)F,0,training
2402,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1,1,training
2403,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0,training
2404,OC1C=Cc2c(ccc3nc4ccc5ccccc5c4cc23)C1O,1,training
2408,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0,training
2409,CCCCCCCCC/C=C/C[C@H]1CC(=O)OC1=O,0,training
2410,CC1C=Cc2ccc3ccc4ccccc4c3c21,0,training
2411,OC1c2cccc3c2C2(OC2C1O)c1cc2ccccc2cc1-3,1,training
2413,O=[N+]([O-])c1ccc(NC2OCC(O)C(O)C2O)cc1,0,training
2414,O=C(OCc1ccccc1[N+](=O)[O-])c1ccccc1,0,training
2415,CC(=O)OCN(N=O)c1ccccc1,1,training
2416,Cn1cccc1,0,training
2418,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,1,training
2419,Nc1ccccc1S,1,training
2420,Cc1ccc(N)c(S(=O)(=O)O)c1,0,training
2422,Cc1cc(O)nc(S)n1,0,training
2423,O=C1[C@@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)Cl,1,training
2424,CN(C)c1ccc(/C=C/C=O)cc1,0,training
2427,O=c1ccc2c(cc3ccc4cccc5ccc2c3c45)c1=O,1,training
2428,O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,0,training
2429,Cc1ccc2cc3ccc4ccccc4c3cc2c1,1,training
2430,CC(C)S(=O)(=O)Cl,1,training
2431,O=C(O)/C=C/c1ccc(/C=C/C(=O)O)cc1,0,training
2432,O=C1CCc2c3c(c4c(ccc5ccccc54)c21)CCC3,0,training
2433,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,1,training
2435,CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@H]2[C@@]12CO2,1,training
2436,NC(CCCCNC=CC=O)C(=O)O,1,training
2438,N#CCc1ccccc1,0,training
2440,O=C1c2ccccc2C(=O)N1CCl,1,training
2441,CC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,1,training
2442,CCN(CCCl)CCCNc1c2ccccc2nc2ccccc12,1,training
2443,c1cc2c3c(c1)cc1ccc4cccc5cc(c3c1c45)CC2,1,training
2444,CC(=O)Nc1cccc2cccnc12,1,training
2445,O=C(/N=c1\sn(C(=O)c2ccccc2)c2ccc([N+](=O)[O-])cc12)c1ccccc1,1,training
2446,Cc1cccc2c1-c1cc3ccccc3cc1C1OC21,1,training
2447,COC(=O)[C@]12O[C@@]1(C)[C@H](C(C)C)OC2=O,1,training
2448,Cc1c2ccccc2cc2c3c(ccc12)C=C[C@@H](O)[C@H]3O,1,training
2450,Cc1cc(N)ccc1-c1ccc(N)cc1C,1,training
2451,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,0,training
2452,CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,1,training
2453,C=CC(=C)C,0,training
2454,CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2)cc1,1,training
2455,CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,0,training
2456,O=C(O)O,0,training
2457,COP1(=S)OCc2ccccc2O1,1,training
2458,C=C[C@@H]1CC[C@@]2(C)O[C@H]2C1,0,training
2459,C[C@H](CCl)OP(=O)(O[C@H](C)CCl)O[C@H](C)CCl,0,training
2460,CCC(C)c1cccc(C(C)CC(CC)c2ccc(C[N+](C)(C)C)cc2)c1,0,training
2461,Nc1nccs1,1,training
2462,Clc1cccc(Cl)c1Cl,0,training
2463,OCCOc1ccccc1,0,training
2464,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,0,training
2465,CCCCCCOC(=O)c1ccccc1,0,training
2466,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1,training
2469,COC(O)=C1C(C)=NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,0,training
2470,Oc1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,1,training
2471,CC1=CC(=O)c2c(O)cccc2C1=O,1,training
2472,CCOC(=O)CC(=O)CCl,0,training
2473,C=CC1CC2C=CC1C2,0,training
2475,CNCCS(=O)(=O)O,0,training
2477,c1cc2sncc2cc1OC[C@H]1CO1,1,training
2478,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,1,training
2479,N=C(N)c1ccc2cc(C(=N)N)[nH]c2c1,0,training
2480,C[C@@H](O)c1ccccc1,0,training
2481,CCc1cc(O)cc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,1,training
2482,CCC1OC(CO)C(COCC2OC(COC3OC(CO)C(O)C(O)C3O)C(OC)C(O)C2O)C(O)C1O,0,training
2484,O/N=C/C=N/O,0,training
2485,CN1CCCN(C)C1=O,0,training
2486,BrCc1ccc2cccc3c2c1-c1ccccc1-3,1,training
2487,Cc1c(N=[N+]([O-])c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc([N+](=O)[O-])cc1[N+](=O)[O-],1,training
2488,CC(C(=O)O)N(CC1(O)CCC(O)C(O)C1O)N=O,0,training
2489,CCOCCOCCO,0,training
2490,O=Nc1ccc(Nc2ccccc2)cc1,1,training
2492,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC2OC21,1,training
2493,CC(C)CCCC(C)C1CCC2C3C=CC4(OO)CC(O)CCC4(C)C3CCC12C,1,training
2495,Clc1cccc(Cl)n1,0,training
2496,CC(C)CN,0,training
2497,Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,1,training
2498,Cc1c(N)ccc(N)c1C,0,training
2499,O=C1c2c(ccc3ccccc23)-c2cccc3cccc1c23,0,training
2501,Cc1cc(Cl)ccc1OCC(=O)O,0,training
2504,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CCC12C,0,training
2505,COC(=O)C1CSC2C(Cl)=C(Cl)C(=O)N12,1,training
2509,Cn1c2ccccc2c2nn[n+]([O-])c(C(=O)OCCCl)c21,1,training
2510,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3OS(=O)(=O)O,1,training
2511,CCC(=O)OCc1cccc([N+](=O)[O-])c1,0,training
2512,Nc1ccnc2ccccc12,0,training
2513,Cc1cc(-c2ccccc2C)ccc1N,1,training
2514,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0,training
2516,Oc1cccc2cc3c4ccccc4c4ccccc4c3cc12,1,training
2517,O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,0,training
2518,COc1ccc(C(=O)c2ccccc2O)c(O)c1,1,training
2519,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,training
2520,Cn1c(N)nc2nc3cnccc3cc21,1,training
2521,O=C(O)C1OC1C(=O)O,0,training
2522,S=C1NCCN1,1,training
2525,OC1=c2c(O)cc3cccc4ccc(c2c43)C23CCCCC12O3,1,training
2526,O[C@H]1C=C2c3cc4ccccc4cc3-c3cccc(c32)[C@@H]1O,1,training
2527,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,1,training
2528,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,1,training
2529,Nc1ccccc1C(F)(F)F,0,training
2530,O=[N+]([O-])c1ccc2c3c(cccc13)-c1cc(O)ccc1-2,1,training
2531,Oc1cc2ccc3c4c(cc5cccc1c5c24)-c1ccccc1-3,0,training
2532,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,1,training
2533,O=C(CCCl)/N=c1\sn(C(=O)CCCl)c2ccccc12,0,training
2534,COc1cc(N)ccc1NC(C)=O,1,training
2535,CC(=O)Oc1ccc(CO)cc1,0,training
2537,O=C1c2ccccc2C(=O)N1SC1CCCCC1,0,training
2538,COc1ccccc1CC1CO1,1,training
2539,Cc1cc2c(nc(N)n2C)c2nc(-c3ccccc3)cnc12,1,training
2540,COc1ccc(Nc2ccc(OC)cc2)cc1,0,training
2541,CCCCN(C[C@H](O)CC)N=O,1,training
2542,O=C/C=C/C=C/C=O,1,training
2543,Cc1ccc2nc3c4c(ccc3c(CO)c2c1)C(O)C(O)C=C4,1,training
2545,CCN(CC)CCO,0,training
2546,COc1c(N)cc(C)c(N)c1C,0,training
2547,O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,1,training
2548,CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc(NC(C)=O)cc1,1,training
2549,O=C(/N=c1\sn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc12)c1ccc([N+](=O)[O-])cc1,1,training
2550,CCCCCc1cc(O)cc(O)c1,0,training
2551,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,0,training
2553,CC(C)(C)c1c(N)ccc2ccccc12,0,training
2554,CNc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1,training
2555,O=[N+]([O-])c1c2c(cc3ccccc13)[C@@H](O)[C@H](O)C=C2,1,training
2557,Fc1cccnc1,0,training
2558,O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,0,training
2559,Cc1ccc(C=O)cc1,0,training
2560,O=C1OC(O)C(C(Br)Br)=C1Cl,1,training
2561,c1cc2c(cc1C[C@@H]1CO1)OCO2,1,training
2562,O=C1c2ccccc2C(=O)c2c(O)cc(O)cc21,1,training
2564,CCN(CC)c1cc(NC(C)=O)c(N=Nc2ccc([N+](=O)[O-])cc2)cc1OC,1,training
2565,CN(C)c1ccc(N=Nc2cccc(CCl)c2)cc1,1,training
2566,c1cc2c3c(c1)C1NC1c1cccc(c1-3)C1NC21,1,training
2567,COc1cc(O)cc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,0,training
2568,O=C1c2ccccc2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(O)c21,1,training
2570,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,1,training
2571,CC(=O)NNc1ccccc1,1,training
2572,Nc1cccc2nc3ccccc3nc12,1,training
2573,C=CC1CN2CCC1CC2C(OC(=O)C(C)O)c1ccnc2ccc(OC)cc12,0,training
2574,CCC1=C(C(=O)OC)C(=O)OC1C,1,training
2575,Clc1cccc2ncccc12,1,training
2576,CC(=O)CN(C[C@@H](C)O)N=O,1,training
2578,O=NN1CCC(=O)NC1=O,1,training
2580,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,0,training
2581,CCCCN(CC[C@@H](C)O)N=O,1,training
2582,Cc1ccc2cc3ccccc3cc2c1,1,training
2583,C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)/C=C/C(O)C2CC2)CC(O)CC1O,0,training
2584,CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2,0,training
2586,Cc1cccc2cc3ccccc3cc12,0,training
2587,N#[N+][N-]C(c1ccccc1)C(O)CO,1,training
2589,O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccccc1,0,training
2590,Nc1c2ncn(Cc3ccccc3)c2nc[n+]1[O-],1,training
2591,Cc1ccccc1C(=O)Cl,1,training
2592,O=S(=O)(O)Oc1c2ccccc2c2ccc3cccc4ccc1c2c43,0,training
2593,CCCON(OC(C)=O)C(=O)c1ccccc1,1,training
2594,CC(=O)c1ccccc1,0,training
2595,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,0,training
2596,O=c1[nH]sc2cc([N+](=O)[O-])ccc12,1,training
2598,Oc1nsc2ccccc12,0,training
2599,O=c1ccc2ccc3occc3c2o1,0,training
2600,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0,training
2601,CC(=O)N(O)c1ccc(Cl)cc1,0,training
2602,OCC(O)C1CO1,1,training
2603,CCN=NO,1,training
2604,CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,0,training
2605,N1=NC2C3OC3C1C1OC21,0,training
2606,CC(=O)ON(C(C)=O)c1ccc(-c2ccccc2)cc1,1,training
2607,O=C(c1ccccc1)C1OC1c1ccc(F)cc1,0,training
2608,CC(=O)Nc1ccccc1,0,training
2609,CCCCN(CCO)CCCC,0,training
2610,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1,training
2611,O=c1oc2cccc(O)c2cc1[C@@H]1CCc2ccccc2C1,0,training
2612,COc1c2ccoc2cc2oc(=O)ccc12,1,training
2614,CC(C)Sc1cc(Cc2ccc(N)c(SC(C)C)c2)ccc1N,1,training
2615,BrC(Br)Br,1,training
2616,O=C(O)c1ccccc1O,0,training
2617,CNC(=O)N(C)N=O,1,training
2618,O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,0,training
2619,C#CCNC(=NCCSCc1nc[nH]c1C)NC#N,0,training
2620,CC(C)(COC[C@H]1CO1)COC[C@H]1CO1,1,training
2621,N=C(Nc1ccccc1)Nc1ccccc1,1,training
2622,CCOC(=O)CC(C)O,0,training
2623,CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,1,training
2624,C=CC1(C)CC(O)C2(C)C(CCC3C4(C)CCCC32OC4=O)C1,0,training
2625,O=C1C=CC(=O)c2c(O)ccc(O)c21,1,training
2626,CC(C)CC(=O)/N=c1\sn(C(=O)CC(C)C)c2ccc([N+](=O)[O-])cc12,1,training
2627,C[C@@H]1C[C@H]2OC(=O)[C@]3(C)[C@H]2[C@@H](O[C@]3(C)O)[C@@]2(C)C(=O)C=C[C@@H]12,0,training
2628,C1O[C@H]1[C@H]1CO1,1,training
2629,c1ccc2c(c1)cc([C@@H]1CO1)c1ccccc12,1,training
2630,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C,0,training
2632,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,1,training
2633,CCCCCCCC/C=C/CCCCCCCC(=O)O,0,training
2634,CN(C)C(=S)SNCCNSC(=S)N(C)C,1,training
2635,CCOC(=O)C1C(C=C(C)C)C1(C)C,0,training
2636,N=c1cc2oc3cc(N)ccc3nc-2c2ccccc12,1,training
2637,CN1C=CN(CCC[n+]2ccc(C(N)=O)cc2)C1/C=N/O,0,training
2638,Nc1ccc2c(=O)[nH]sc2c1,0,training
2639,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,0,training
2643,Cc1cnc2ccccc2n1,0,training
2644,Cc1ccc2c(CO)c3ccc4ccccc4c3nc2c1,0,training
2645,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,1,training
2647,C=CCCC1CO1,1,training
2648,COc1cc2c(c3ccc4ccccc4c13)CCC2=O,1,training
2649,OCC1CCCO1,0,training
2650,CN(C)c1ccc(N=Nc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)cc1,0,training
2651,CCN(CC)[N+]([O-])=NO,1,training
2653,CCOP(=O)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,1,training
2654,CC(=O)OC1C(=O)OC2C(OC(C)=O)C(=O)OC12,0,training
2655,CC12OOC1(CO)Oc1ccccc12,0,training
2656,O=C1NC(=O)C(Cl)=C1Cl,1,training
2658,C=CC(=O)OCC,0,training
2659,ClC[C@H](Br)CBr,1,training
2660,CCN(CC)C(=O)Cc1ccccc1,0,training
2661,NC(=O)c1ccccc1C(N)=O,0,training
2662,OCCO,0,training
2664,Nc1snc2ccc(Cl)cc12,1,training
2665,Oc1cccc2c3cc4ccccc4cc3c3ccccc3c12,1,training
2666,O=c1nc[nH]c(=O)[nH]1,0,training
2667,N#C/C(=C\C=C\c1ccccc1[N+](=O)[O-])c1ccc(Br)cc1,1,training
2668,C/C=C/c1cc(OC)c(OC)cc1OC,1,training
2669,NN1C(=O)c2ccccc2C1=O,0,training
2671,CC(C)CCNc1snc2ccccc12,0,training
2672,Cc1ccc2cc3c(c4c2c1CC4)C1OC1c1ccccc1-3,1,training
2673,Cc1ccc(C(=O)O)cc1N,1,training
2674,COc1ccc2c(c1)-c1c(OC)c(OC)cc3ccnc(c13)C2=O,0,training
2675,Cc1c(N)cccc1N=[N+]([O-])c1cccc(N)c1C,1,training
2677,c1ccc2c(c1)ccc1cc3c(ccc4ccncc43)cc12,1,training
2678,COc1ccc(N)c(C)c1,1,training
2679,O=C1c2ccccc2C([N+](=O)[O-])c2ccccc21,0,training
2681,Cc1ncc[nH]1,0,training
2682,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,0,training
2683,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,1,training
2684,Cn1c(CC(=O)OCCCl)c(C(=O)O)c2ccccc21,1,training
2685,O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21,1,training
2686,Cc1c(NO)cc([N+](=O)[O-])cc1[N+](=O)[O-],1,training
2687,O=C1C=CCCC1,0,training
2689,O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,1,training
2690,CC1CCC(NC(=O)N(CCCl)N=O)CC1,1,training
2691,CC12CCNC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)/C=C/c3cccc(N(CCCl)CCCl)c3)CCC12,0,training
2694,O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,0,training
2695,O=CNc1nc(-c2ccc([N+](=O)[O-])s2)cs1,1,training
2696,Nc1cccc2c1Cc1ccccc1-2,1,training
2697,O=Nc1[nH]cnc1-c1ccccc1,1,training
2698,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,1,training
2699,Cc1ccc2c(c1)-c1ccccc1C2C,1,training
2700,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,1,training
2701,CC(=O)OC/C=C(/C)CCC=C(C)C,0,training
2702,CC(=O)c1ccc2[nH]c3c(C)cc([N+](=O)[O-])c(C)c3c2c1,1,training
2703,Cl/C=C(/Cl)SCc1ccccc1,1,training
2706,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,0,training
2707,COc1ccc2nc(N)sc2c1,1,training
2708,NC(=O)N(CCO)N=O,1,training
2709,Cc1cc(=O)oc2cc3c(cc12)C1(C)OOC1(C)O3,1,training
2710,COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,0,training
2711,CCCCCCCC(=O)Nc1snc2ccccc12,0,training
2712,COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)C1CCOC1O4,0,training
2713,O=C(/N=c1\sn(C(=O)c2ccccc2Cl)c2ccc([N+](=O)[O-])cc12)c1ccccc1Cl,1,training
2714,CC(C)(C)OO,1,training
2715,O=C1OC(=C(Cl)Cl)C=C1Cl,1,training
2716,O=C1CCCN1c1ncc([N+](=O)[O-])s1,1,training
2717,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0,training
2718,Cc1cc(O)c2c(c1O)C(=O)C13C(=C2O)C(=O)C2C(O)C1C1C(O)C3C(=O)C3=C(O)c4c(O)cc(C)c(O)c4C(=O)C321,0,training
2719,NC(=O)CNC(=O)N(CCCl)N=O,1,training
2720,CC(C)(C)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,0,training
2721,CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,0,training
2722,Cc1cc(N)c(C)c2c1[nH]c1ccccc12,1,training
2723,CC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,0,training
2724,CC12OOC1(C)c1ccc3cccnc3c1O2,0,training
2725,C=C(C)[C@H]1C=C2C(COC(=O)CCCCCCCCCCCCCCCCC)=CC=C2C(C)=CC1,1,training
2726,COc1ccc2c(c1OC)c(=O)n(C)c1c3cc4c(cc3ccc21)OCO4,1,training
2727,Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1,training
2729,O=[N+]([O-])c1ccc(-n2nc(-c3ccccc3)n[n+]2-c2ccc(I)cc2)cc1,0,training
2730,OCc1ccc(Cl)cc1,0,training
2731,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,training
2733,CC(=O)OCCN(CCOC(C)=O)c1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,1,training
2734,O=S(=O)(O)c1ccccc1,0,training
2735,Cc1ccc(/C(C#N)=C/C=C/c2ccccc2[N+](=O)[O-])cc1,1,training
2736,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,0,training
2737,C=C(C)[C@H]1CC=C(C)[C@@H](OC(C)=O)C1,0,training
2738,ONc1ccc(Cl)c(Cl)c1,0,training
2739,NC(=O)NNC(N)=O,0,training
2740,O=NN1CCC(O)CC1,1,training
2741,COc1ccc2c(c1)C(=O)c1c(OC)c(OC)cc3ccnc-2c13,1,training
2742,Cn1c([N+](=O)[O-])cnc1-c1nnc(N)s1,1,training
2744,CCCCN(N)CCCC,0,training
2745,Cc1c(C)c2c(Cl)c3ccccc3nc2c2ccccc12,1,training
2746,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1,training
2748,Clc1cccc(Br)c1,0,training
2750,C=CC(N)=O,0,training
2751,CC1NC(C(=O)O)Cc2c1[nH]c1ccccc21,0,training
2752,Cc1nc2ccccc2s1,0,training
2753,O=NN1CCSC1,1,training
2754,CC12OC1C1CCCCC1c1ccccc12,0,training
2755,CCCCOc1cc2c(c3ccc4ccccc4c13)CCC2=O,0,training
2757,Nc1ccc(/C=C/c2ccc(N)cc2)cc1,1,training
2758,CC(C)Nc1nc(N)nc(Cl)n1,0,training
2760,OC1C=Cc2ncccc2C1O,0,training
2763,C1CC[C@H]2O[C@H]2C1,1,training
2764,Cc1cc(C)cc(C)c1,0,training
2765,O=[N+]([O-])c1ccccc1Cl,1,training
2766,Cc1c2ccccc2c2ccc3cccc4ccc1c2c43,1,training
2767,COP(=S)(OC)SCn1nnc2ccccc2c1=O,1,training
2768,O=NN(CC(=O)O)CC(=O)O,1,training
2770,CC(=O)NNC(=O)c1ccccn1,0,training
2773,C=C(C#N)C(=O)OCC(C)C,0,training
2774,CC(=O)O[C@H]1[C@H](O)[C@@H]2O[C@H]3C=C(C)C(=O)[C@H](O)[C@@]3(CO)[C@@]1(C)[C@@]21CO1,0,training
2775,O=C(Nc1ccccc1)C1CO1,1,training
2777,COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,1,training
2778,Cn1cnc([N+](=O)[O-])c1Sc1[nH]cnc2ncnc1-2,1,training
2779,CCc1cccc(CC)c1NC(C)=O,0,training
2780,Nc1ccn([C@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c(=O)n1,0,training
2781,CCCC(=O)OCCC(C)C,0,training
2783,CCOCn1cc(F)c(=O)n(C(=O)c2cccc(C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)c2)c1=O,0,training
2784,O=CC(Cl)=C(Cl)Cl,1,training
2785,O=C(O)c1ccc(Cl)cc1Cl,0,training
2786,CN(C)c1ccc(C2CC3(C)C(CCC3(O)/C=C/CO)C3CCC4=CC(=O)CCC4=C23)cc1,0,training
2787,CC(C)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,0,training
2788,Cc1ccc(O)c(N)c1,1,training
2790,Nc1ccc(-c2cc(Cl)c(N)c(Cl)c2)cc1,1,training
2791,COc1cc(N=Nc2ccc(N)cc2)c(C)cc1N=Nc1c(S(=O)(=O)O)cc2ccc(N)cc2c1O,1,training
2792,CCOC(=O)N(CCOC(C)=O)N=O,1,training
2793,Cc1cc2cc3ccccc3c3ccc4cccc1c4c23,1,training
2795,CCOP(=O)(OCC)O/C(=C\Br)c1ccc(Cl)cc1Cl,0,training
2796,O=C1NCCN1c1nccs1,1,training
2797,O=[N+]([O-])c1ccc(/C=N/c2snc3c(Cl)cc(Cl)cc23)cc1,1,training
2798,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,1,training
2799,C=C1CCC=C(C)CC[C@@H]2[C@H]1CC2(C)C,0,training
2800,CCOP(=S)(OCC)OCCSCC,1,training
2801,Nc1ccc(N=Nc2cccc(N=Nc3ccc(N)cc3N)c2)c(N)c1,1,training
2802,CC(=O)C(Cl)(Cl)Cl,1,training
2803,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,0,training
2804,NC1c2ccccc2-c2ccccc21,0,training
2805,Cc1c[nH]cn1,0,training
2807,c1ccc(Cc2ccc(C[C@H]3CO3)cc2)cc1,1,training
2809,c1ccc2c(c1)-c1c(c3ccccc3c3ccccc13)[C@H]1O[C@@H]21,1,training
2810,C=C1[C@H]2CC[C@H](C2)C1(C)C,0,training
2811,CC(C)[C@@H]1CC[C@@H](C)CC1=O,1,training
2813,O[C@@H]1Cc2cc3cccc4ccc5ccc1c2c5c43,1,training
2816,O=C(O)c1cc(Cl)cc(Cl)c1,0,training
2817,Cc1ccc(S(=O)(=O)OCC2CO2)cc1,1,training
2818,Nc1ccc(-c2ccc(-c3ccc(-c4ccc(N)cc4)cc3)cc2)cc1,0,training
2819,CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,1,training
2820,COc1nsc2ccc([N+](=O)[O-])cc12,1,training
2821,C=CC=C,1,training
2822,C=CC(=O)NC(C)(C)CC(C)=O,0,training
2824,CCOP(C)(=O)SCCN(C(C)C)C(C)C,0,training
2826,CN1CSC(=S)N(C)C1,1,training
2830,COc1cc(Cl)c(OC)cc1Cl,1,training
2831,CN(C)CCN(C)C,0,training
2833,O[C@H]1C=Cc2c(ccc3c4c5c(cccc5cc23)C=C4)[C@@H]1O,1,training
2835,c1ccc(Oc2ccccc2)cc1,0,training
2837,Cc1c(N=C=O)cccc1N=C=O,1,training
2838,OCc1ccc2ccc3cccc4ccc1c2c34,1,training
2839,ClCc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1,training
2840,O=[N+]([O-])c1cc2ccccc2c2c([N+](=O)[O-])cccc12,1,training
